epoch,util_gpu,util_mem,mem_used_mib,power_w
1782625985.071,0,0,3698,158.7
1782625985.272,67,5,3698,244.1
1782625985.472,67,5,3698,244.1
1782625985.673,67,5,3698,244.1
1782625985.873,67,5,3698,258.9
1782625986.074,67,5,3698,258.9
1782625986.274,66,5,3698,250.9
1782625986.475,66,5,3698,250.9
1782625986.675,66,5,3698,250.9
1782625986.876,66,5,3698,249.2
1782625987.076,66,5,3698,249.2
1782625987.276,62,5,3698,246.9
1782625987.477,62,5,3698,246.9
1782625987.677,62,5,3698,246.9
1782625987.878,62,5,3698,245.3
1782625988.078,62,5,3698,245.3
1782625988.278,59,4,3698,246.2
1782625988.479,59,4,3698,246.2
1782625988.679,59,4,3698,246.2
1782625988.880,59,4,3698,249.5
1782625989.080,59,4,3698,249.5
1782625989.281,65,5,3698,250.8
1782625989.481,65,5,3698,250.8
1782625989.681,65,5,3698,250.8
1782625989.882,65,5,3698,259.7
1782625990.082,65,5,3698,259.7
1782625990.283,66,5,3698,268.1
1782625990.483,66,5,3698,268.1
1782625990.684,66,5,3698,268.1
1782625990.884,66,5,3698,255.5
1782625991.085,66,5,3698,255.5
1782625991.285,70,5,3698,253.4
1782625991.486,70,5,3698,253.4
1782625991.686,70,5,3698,253.4
1782625991.886,70,5,3698,252.2
1782625992.087,70,5,3698,252.2
1782625992.287,65,5,3698,248.1
1782625992.488,65,5,3698,248.1
1782625992.688,65,5,3698,248.1
1782625992.889,65,5,3698,252.5
1782625993.089,65,5,3698,252.5
1782625993.289,75,6,3698,270.9
1782625993.490,75,6,3698,270.9
1782625993.690,75,6,3698,270.9
1782625993.891,75,6,3698,280.4
1782625994.091,75,6,3698,280.4
1782625994.291,78,6,3698,282.2
1782625994.492,78,6,3698,282.2
1782625994.692,78,6,3698,282.2
1782625994.893,78,6,3698,284.2
1782625995.093,78,6,3698,284.2
1782625995.294,72,5,3698,277.1
1782625995.494,72,5,3698,277.1
1782625995.695,72,5,3698,277.1
1782625995.895,72,5,3698,267.5
1782625996.096,72,5,3698,267.5
1782625996.296,91,7,3698,276.2
1782625996.496,91,7,3698,276.2
1782625996.697,91,7,3698,276.2
1782625996.897,91,7,3698,270.9
